user_id,image_paths,user_claim,claim_object,evidence_standard_met,evidence_standard_met_reason,risk_flags,issue_type,object_part,claim_status,claim_status_justification,supporting_image_ids,valid_image,severity
user_011,images/sample/case_011/img_1.jpg,"Customer: I spilled water near my laptop while working. | Support: What part was affected? | Customer: It went over the keys and left a stain. Some keys feel sticky now. | Support: Is the display damaged too? | Customer: No, this is about the keyboard area only.",laptop,False,"The customer reported that the water spill only affected the keyboard area, with some keys feeling sticky and a stain present, but the display is unda",manual_review_required,unknown,keyboard,not_enough_information,"The customer reported that the water spill only affected the keyboard area, with some keys feeling sticky and a stain present, but the display is undamaged.",none,True,unknown
user_012,images/sample/case_012/img_1.jpg;images/sample/case_012/img_2.jpg,"Customer: My laptop bag fell from a chair and hit the floor. | Support: What damage did you notice? | Customer: One corner of the laptop has a dent now. | Support: Does the laptop still work? | Customer: It works, but the outer corner is damaged. I added two photos.",laptop,True,"Image 2 provides a clear, close-up view of the claimed damage (dent) on the laptop's corner, fulfilling the requirement for clear visibility of the relevant part and condition.",low_light_or_glare;wrong_object,dent,corner,supported,"Image 2 clearly shows a distinct dent on the corner of a laptop, directly supporting the customer's claim of a dented outer corner.",img_2,True,medium
user_015,images/sample/case_015/img_1.jpg,Customer: My delivery box arrived damaged. | Support: What part of the package was affected? | Customer: One corner was crushed in when I received it. | Support: Is the item inside part of this claim? | Customer: Not right now. I am reporting the package corner damage.,package,True,The image clearly shows the claimed object (package) and the specific damaged part (corner) with sufficient detail to assess the damage.,none,crushed_packaging,package_corner,supported,"The image clearly shows a crushed corner on the cardboard delivery box, consistent with the user's claim of 'one corner was crushed in'.",img_1,True,medium
user_018,images/sample/case_013/img_1.jpg,"Customer: I am not sure if this should be a repair claim or a replacement claim, so I wanted to ask first. | Support: We can help. What device is this about? | Customer: It is my laptop. I carry it every day, and yesterday my bag got pressed between two seats during travel. At first I thought the laptop was okay because it still opened. | Support: What changed after that? | Customer: Later, while using it, I noticed marks on the display area. I restarted it twice because I thought it might just be something on the screen, but it still bothered me. | Support: Are you reporting keyboard, hinge, body, or screen damage? | Customer: Not the keyboard or hinge. The issue I want checked is the screen. It looks shattered to me, so I am submitting this as screen damage.",laptop,False,"The customer reports that the laptop screen appears shattered after being compressed in a bag, and the issue persists after restarting the device, ind",manual_review_required;wrong_object,unknown,screen,not_enough_information,"The customer reports that the laptop screen appears shattered after being compressed in a bag, and the issue persists after restarting the device, indicating significant damage.",none,False,unknown
user_020,images/sample/case_014/img_1.jpg,Customer: The laptop trackpad has stopped working properly. | Support: Did anything happen before it stopped working? | Customer: The front area hit the desk edge when I moved it. | Support: Are you reporting internal function or physical damage? | Customer: Physical damage around the trackpad area. I attached the photo for review.,laptop,False,"The customer reported physical damage around the trackpad area after the laptop hit the desk edge, and provided a photo for review, which meets the re",manual_review_required,unknown,unknown,not_enough_information,"The customer reported physical damage around the trackpad area after the laptop hit the desk edge, and provided a photo for review, which meets the required evidence criteria.",none,True,unknown
user_030,images/sample/case_016/img_1.jpg;images/sample/case_016/img_2.jpg,"Customer: Package receive hua toh opened jaisa lag raha tha. | Support: Tape broken tha ya box crush hua tha? | Customer: Seal wali side phati hui thi, jaise parcel khola gaya ho. | Support: Kya andar ka item missing hai? | Customer: Abhi item missing claim nahi kar raha, sirf torn packaging review karwana hai.",package,True,"Image 1 clearly displays the claimed package with significant tearing on the sealed side, allowing for a clear inspection of the damage.",non_original_image;wrong_object,torn_packaging,seal,supported,"Image 1 clearly shows the package's sealed side is torn and the tape is ripped, aligning with the customer's claim of 'torn packaging' and the package looking 'opened'.",img_1,True,high
user_031,images/sample/case_017/img_1.jpg,"Customer: I received a package that looks water damaged. | Support: Was the item inside wet too? | Customer: I have not opened everything yet, but the outside has a wet-looking stain. | Support: So the claim is about the package condition? | Customer: Yes, the package surface looked damaged when it arrived.",package,False,"The customer reported a water damaged package with a wet-looking stain on the outside, but did not confirm damage to the item inside, indicating the i",blurry_image;manual_review_required,unknown,unknown,not_enough_information,"The customer reported a water damaged package with a wet-looking stain on the outside, but did not confirm damage to the item inside, indicating the issue is currently limited to the package's appearance.",none,False,unknown
user_032,images/sample/case_018/img_1.jpg;images/sample/case_018/img_2.jpg,Customer: The item I ordered was not inside the box. | Support: Did the package look opened when you received it? | Customer: I checked it after delivery and could not find the product inside. | Support: What are you asking us to verify? | Customer: Please verify that the contents are missing from the package.,package,False,"The image of the opened package does not clearly show the contents area, as it is filled with packing material, making it impossible to assess if an item is missing.",cropped_or_obstructed,missing_part,contents,not_enough_information,"Image 1 shows the package filled with packing material, but it's not clear if the claimed missing item is absent from beneath the material. Image 2 shows a closed package.",img_1,True,unknown
user_033,images/sample/case_019/img_1.jpg,Customer: The shipping box arrived in bad condition. | Support: What kind of condition issue are you reporting? | Customer: It looked badly crushed when it was delivered. | Support: Is the claim about the outside box or the product inside? | Customer: The outside box. I want the crushed box reviewed.,package,False,"The image depicts a can, but the claim specifically states the shipping box was crushed, failing to show the claimed object.",wrong_object,dent,item,contradicted,"The image displays a dented can, not the shipping box that the customer claimed was crushed.",img_1,True,medium
user_034,images/sample/case_020/img_1.jpg;images/sample/case_020/img_2.jpg,Customer: My delivery box arrived opened. | Support: Was the package crushed or was the seal affected? | Customer: The seal area looked torn when I received it. | Support: Are you asking us to review the package condition or the item inside? | Customer: The package condition. I want the torn-open package reviewed.,package,False,"The images are contradictory, with one being a non-original stock photo and the other containing a sticky note with instructions, making the evidence unreliable.",non_original_image;text_instruction_present;possible_manipulation;claim_mismatch;manual_review_required,torn_packaging,package_corner,not_enough_information,"The submitted images provide conflicting evidence regarding the package's condition. Image 1 shows a torn seal and package, while Image 2 shows an intact seal and package.",none,False,unknown
